Cell ID,AP amplitude (mV),AP threshold (mV),AP width (ms),Adaptation ratio,After hyperpolarization (mV),Avg ISI,F I curve slope,Fast trough V (long square) (millivolts),Fast trough V (ramp) (millivolts),Fast trough V (short square) (millivolts),Input resistance (MΩ),Peak V (long square) (millivolts),Peak V (ramp) (millivolts),Peak V (short square) (millivolts),Rebound APs (number),Resting membrane potential (mV),Sag ratio,Threshold I (long square) (picoamps),Threshold I (ramp) (picoamps),Threshold I (short square) (picoamps),Threshold V (long square) (millivolts),Threshold V (ramp) (millivolts),Threshold V (short square) (millivolts),Trough V (long square) (millivolts),Trough V (ramp) (millivolts),Trough V (short square) (millivolts),Upstroke/downstroke ratio (long square),Upstroke/downstroke ratio (ramp),Upstroke/downstroke ratio (short square)
716859364,71.8906307220459,-43.5000038146972,0.5199999999998,0.061929379431248,14.546875,84.058,0.143581081081081,-58.6875038146973,-58.25,-61.0374984741211,239.218860864639,28.5000019073486,30.9843769073486,27.8312492370606,0.0,-75.1972625732422,0.080914936959744,90.0,89.8125,600.0,-44.8437538146973,-42.5625038146973,-44.8937492370605,-58.78125,-58.3125038146973,-76.6812515258789,2.26361748215675,2.19043382678838,2.24607967500144
716864944,55.875,-16.875,1.56,-0.002573521635026,21.03125,171.93,0.10625,-37.90625,-36.53125,-48.6562538146973,119.218863546848,39.0,35.3125,33.953125,0.0,-59.2925851995295,0.04335118457675,180.0,159.625,780.0,-16.875,-19.1562519073486,-17.0208336512248,-40.9375038146973,-41.71875,-61.5364646911621,4.54002369463473,4.74576838391136,2.46107244730772
717321001,55.4375047683715,-41.3437538146972,0.6399999999999,0.026250487010784,14.28125,46.714,0.402142857142857,-55.6250038146973,-54.5625,-57.1015663146973,264.062583446502,14.0937509536743,16.890625,15.15625,0.0,-67.8513488769531,0.269841015338898,50.0,60.0625,550.0,-41.3437538146973,-37.2031288146973,-38.0703125,-55.7187538146973,-54.6718788146973,-69.546875,1.93562637596544,1.82246532996916,1.80567677375989
717354644,76.0,-39.0,0.5600000000001,0.10146765528223,20.5,86.36,0.277857143841957,-59.5,-57.1718788146973,-59.7578163146973,255.62509894371,37.0,32.1875,35.0781288146973,0.0,-58.63149989735,0.177476167678833,40.0,44.25,360.0,-39.0,-37.421875,-41.4765644073486,-59.5,-57.3125,-59.9062538146973,1.76692796919838,1.65961630098506,1.83058985112745
717376304,48.21875,-40.6875,0.78,0.021009836054342,12.734375,48.7147368421053,0.33214285162517,-53.84375,-57.1875038146973,-60.03125,296.718776226043,6.68750047683716,32.84375,31.96875,0.0,-72.9389241536458,0.192426159977913,59.9999961853027,70.875,680.0,-41.9375,-40.90625,-42.9375,-55.9375038146973,-57.8125,-74.3958358764648,2.28696384208549,2.12050562166741,2.21489963428301
717393031,49.6562519073486,-28.1250019073486,0.619999999999799,0.041049130649483,15.6250019073486,70.8446153846154,0.316875,-43.7500038146973,-43.21875,-46.6289076805115,248.437538743019,21.53125,28.1875019073486,21.61328125,0.0,-62.8993426236239,0.163638010621071,70.0,85.75,700.0,-28.1250019073486,-25.4218769073486,-26.76953125,-45.625,-44.359375,-64.33984375,1.81273510843674,1.7020990250441,1.81929795041843
717412114,76.59375,-37.1875,0.5599999999998,0.081691038264187,17.7500038146972,51.168,0.277857136685508,-54.9375038146973,-48.75,-56.4812545776367,170.468628406524,39.40625,29.1979198455811,39.8062515258789,0.0,-61.5661057366265,0.102314926683903,59.9999961853027,120.5,499.999969482422,-37.1875,-31.3437519073486,-41.6312522888184,-55.03125,-48.7708320617676,-62.3187484741211,1.80935751842715,1.36510471236687,1.8640933678449
717472464,76.53125,-38.46875,0.71,0.029051904557682,16.5625038146972,58.19625,0.351249994528294,-55.6875038146973,-59.2812538146973,-59.765625,314.531326293945,39.1875038146973,34.53125,38.0468788146973,0.0,-60.079439163208,0.14669880270958,59.9999961853027,85.5,330.0,-39.5,-41.1875038146973,-43.21875,-55.75,-59.3125038146973,-61.046875,2.14942667204866,1.84811902349521,2.09430233289124
717502546,53.6730766296386,-31.2740383148193,0.653846153846099,0.011573651666457,15.0168285369873,35.5896296296296,0.312499994209833,-49.1562538146973,-46.484375,-54.0875030517578,224.37484562397,25.9375019073486,26.5078125,29.6375007629394,0.0,-62.1682005988227,0.159320399165154,80.0,63.40625,600.0,-36.6875,-31.3671875,-34.8375015258789,-49.21875,-47.8828125,-62.1250076293945,2.15362021402241,1.91581213597042,2.04674186894294
717546699,40.260419845581,-33.3958358764648,0.886666666666699,0.037789487674951,13.1562461853027,60.2575,0.32667230995941,-46.8750038146973,-46.0000038146973,-49.53125,440.781235694885,6.65625047683716,12.4687509536743,-4.82812547683716,0.0,-59.5657278207632,0.060367595404387,20.0,22.25,290.0,-34.5000038146973,-30.625,-41.9531288146973,-47.21875,-46.6875038146973,-41.65625,2.16434341646387,2.03688875631501,1.92357444576379
717637005,49.0750007629394,-33.8875007629394,1.384,0.00365247561721,15.4375038146972,50.8566666666667,0.203571428571428,-50.6250038146973,-51.3906288146973,-67.3854141235352,121.718592941761,16.2500019073486,11.7968759536743,18.15625,0.0,-78.6149090853604,0.035450842231512,180.0,225.8125,720.0,-35.03125,-37.875,-42.6875,-52.2812538146973,-53.2500038146973,-79.8645935058594,2.43596679907647,2.29579693491947,2.06236326654502
