Cell ID,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Burstiness,ISI Fano factor,ISI average adaptation index,ISI coefficient of variation,Input resistance (MΩ),Latency (ms),Latency @ +20pA current (ms),Rebound (mV),Rebound APs (number),Resting membrane potential (mV),Rheobase (pA),Sag area (mV*s),Sag ratio,Sag time (s),Wildness
20190501_sample_11,0.622167836289504,66.9366419315338,0.907495755088178,0.999137662537232,0.11206104032884,-40.1891805231571,0.480000000000008,0.0,0.0,2.73367506175308e-05,1.00190270657781,0.0764199983928029,229.440695453435,30.2,4.28,0.0,0,-62.1669784650206,40.0,0.0,0.996879681348712,0.0,0
20190501_sample_12,6.0085209489733,95.9009155631065,0.642404229943808,1.03100883489871,0.325104769764723,-38.7500971555709,1.48,0.0,0.742926434923201,0.00197728371000069,6.05525148831733,0.261396782770438,194.23636312286,73.04,52.24,1.23584060851463,0,-72.3129344403743,120.0,0.0,1.07817444034202,0.0,0
20190501_sample_14,3.49202256915434,72.6461168378591,0.940006929928924,0.996236846983691,0.296962924055521,-42.7166223526001,0.679999999999986,0.0,0.0,0.000155222772645451,1.00718565642375,0.136762724310631,323.741140812635,50.88,20.24,4.66706583555951,0,-67.2229853153228,40.0,46.700410659015,1.22979270147896,0.46368,0
20190501_sample_3,3.05082061210097,77.4823278188705,0.732837614946309,0.813754257712485,0.245731379530905,-38.4411625564098,1.0,0.0,0.152976639035418,0.00113408687479019,1.20115757597657,0.175602388971284,439.453649272521,6.8,5.44,14.2686557436642,3,-44.999767050147,20.0,43.755507360846,1.54559490641222,0.50936,0
20190501_sample_4,0.908486707911622,98.1605537235736,0.757033378993241,0.984899756410241,0.121963214229444,-45.032188296318,0.799999999999995,0.0,0.0,0.000611034671402471,1.04486974358575,0.184276434298016,739.672417591015,9.55999999999999,6.4,10.8707861277485,5,-50.8766712725162,20.0,56.6785310861473,1.10735493981929,0.49656,3
20190501_sample_5,6.46338509947724,93.7558934092521,0.893338569155216,0.976904753669738,0.385576476935309,-33.3645977079868,1.2,0.0,0.0,0.00180940639138651,1.2105523265239,0.241767053605811,107.469617724418,107.16,38.36,0.185560490375408,0,-55.367356698215,93.0434782608695,0.0,1.06532054945322,0.0,0
20190501_sample_6,6.33823945108164,85.1385295391082,0.785618042859618,0.99367829373313,0.386174247121732,-42.022593319416,1.15999999999999,9.33660566806793,0.682023486901535,0.00187001743966592,1.23242026175451,0.306477418721304,484.980247765779,68.12,28.84,1.16784885326968,0,-68.3236485481262,40.0,43.1684670281411,1.12420637062515,0.36456,0
20190501_sample_7,1.72843815543459,65.7170638442039,0.932281033245211,0.993634545029267,0.19575263280607,-33.2481749355793,0.439999999999995,0.0,0.0,0.000107811851873459,1.0438708858796,0.144206948588526,119.245944395661,14.6799999999999,9.59999999999999,0.576104411580189,0,-62.4123949080705,184.941176470588,0.0,1.04273228775955,0.0,3
20190501_sample_8,4.88899955016542,82.8292146325111,0.77930908592467,0.988931173964733,0.367353912190774,-44.1198162734508,1.0,3.67385894060134,0.53611388506533,0.00152059691869146,1.18036076319706,0.287337106307916,484.10812869668,12.6799999999999,5.72,2.24398461831954,1,-52.0805456191301,20.0,16.1702214418351,1.12746744897584,0.17068,0
20190501_sample_9,2.03468343307927,63.5858066380023,0.912847340884257,0.994735826219635,0.210126888834498,-25.2508334815502,0.52000000000002,0.0,0.0,0.000491416332183438,1.03531327274942,0.224425831549102,189.852578084915,259.04,15.16,0.528975605412576,0,-62.2012169107794,100.0,0.0,1.0835844092831,0.0,0
20190503_sample_1,1.52593685856972,87.4889343976974,0.690918199800596,0.981419161317684,0.177709310283225,-36.7446802556514,0.960000000000016,0.0,0.483823209536973,0.00121207916868478,1.19078146919443,0.237427339477916,564.269868632157,52.36,22.1999999999999,4.81841620868229,0,-55.6300079986453,20.0,0.0,1.0549333709289,0.0,0
20190503_sample_3,5.20735749294727,90.5702635645866,0.715209485863015,0.966048223023755,0.360767098618953,-42.0291423797607,1.03999999999998,0.0,0.0,0.00144037287388534,1.05953070992805,0.228548213787389,383.052033583323,185.079999999999,41.28,2.58218929057488,0,-64.5385625213384,20.0,0.0,1.04675543882785,0.0,0
20190506_sample_1,2.1937254911996,79.3880149722099,0.821199977540998,0.987962649154723,0.237307143474182,-36.1748859286308,0.879999999999991,0.0,0.0,0.000830441196319263,1.03832119757147,0.2182574668359,508.463523710767,29.0799999999999,15.48,18.3533256487337,4,-52.5182267352938,20.0,51.6492839173976,1.16641917523329,0.50664,0
20190506_sample_2,6.63750650637909,91.5155038237571,0.754086553788671,0.978574066170394,0.411760758941596,-39.560742676258,0.759999999999996,7.21159577369689,0.589211618257261,0.0036782587342839,1.10896962839423,0.401838832731313,660.759604548414,7.84,3.83999999999999,5.03468911063415,2,-45.0507600784301,20.0,0.0,1.0597230987811,0.0,0
20190506_sample_3,2.52826561955481,82.6345421373844,0.812100314356218,0.972878404273011,0.233304928272287,-41.2836149334907,0.759999999999996,0.0,0.0,0.0115184575746757,1.27585847235492,0.702475580922642,417.461643591523,8.32,4.83999999999999,17.3720225350199,3,-50.3080771043896,20.0,40.6615298955138,1.20898376702063,0.4588,0
20190506_sample_4,0.961388038406638,86.1192978918552,0.828288227169154,0.969543193769641,0.12428248564988,-40.0930494070053,1.48,0.0,0.257503949447077,0.00163303392408206,1.1185628660585,0.175113352378179,195.896133779237,35.56,18.96,2.88998977923216,0,-58.9916196867823,54.7826086956521,45.3287347841264,1.15546143286501,0.48404,0
